station_id,date,avg_occupancy_rate
FIN_16605,2024-06-16,0.5
FIN_16607,2024-06-16,0.3333333333333333
FIN_16613,2024-06-16,0.3
FIN_16617,2024-06-16,0.5
FIN_16625,2024-06-16,1.0
FIN_16626,2024-06-16,0.5
FIN_16634,2024-06-16,0.5
FIN_16649,2024-06-16,0.4375
FIN_16651,2024-06-16,0.5
FIN_16664,2024-06-16,0.5
FIN_16677,2024-06-16,0.0
FIN_16681,2024-06-16,0.5
FIN_16686,2024-06-16,0.4444444444444444
FIN_16694,2024-06-16,0.0
FIN_16711,2024-06-16,0.5
FIN_16730,2024-06-16,0.5
FIN_16734,2024-06-16,0.25
FIN_16735,2024-06-16,0.5
FIN_16737,2024-06-16,0.5
FIN_16769,2024-06-16,0.3333333333333333
FIN_16780,2024-06-16,0.5
FIN_16781,2024-06-16,0.5
FIN_16782,2024-06-16,0.5
FIN_16784,2024-06-16,0.5
FIN_16786,2024-06-16,0.0
FIN_16788,2024-06-16,0.5833333333333333
FIN_16789,2024-06-16,0.5
FIN_16790,2024-06-16,0.3333333333333333
FIN_16791,2024-06-16,0.4333333333333333
FIN_16792,2024-06-16,0.6
FIN_16793,2024-06-16,0.5
FIN_16801,2024-06-16,0.6
FIN_16802,2024-06-16,0.5
FIN_16806,2024-06-16,0.41833333333333333
FIN_16807,2024-06-16,0.4
FIN_16819,2024-06-16,0.0
FIN_16837,2024-06-16,0.5943562610229276
FIN_16856,2024-06-16,0.5
FIN_16858,2024-06-16,0.5
FIN_16861,2024-06-16,0.3333333333333333
FIN_16862,2024-06-16,0.5
FIN_16892,2024-06-16,1.0
FIN_16901,2024-06-16,0.41666666666666663
FIN_16903,2024-06-16,0.5
FIN_16912,2024-06-16,0.5
FIN_16916,2024-06-16,0.5
FIN_16917,2024-06-16,0.6727272727272727
FIN_16922,2024-06-16,0.5
FIN_16941,2024-06-16,0.4523809523809524
FIN_16975,2024-06-16,0.31666666666666665
FIN_16981,2024-06-16,0.0
FIN_16982,2024-06-16,0.0
FIN_16983,2024-06-16,0.0
FIN_16991,2024-06-16,0.3666666666666667
FIN_16994,2024-06-16,0.5
FIN_16996,2024-06-16,0.5
FIN_17043,2024-06-16,0.5
FIN_17051,2024-06-16,0.5
FIN_17060,2024-06-16,0.6666666666666666
FIN_17065,2024-06-16,0.625
FIN_17069,2024-06-16,0.2540322580645161
FIN_17077,2024-06-16,1.0
FIN_17078,2024-06-16,0.0
FIN_17079,2024-06-16,0.0
FIN_17106,2024-06-16,0.375
FIN_17113,2024-06-16,0.3611111111111111
FIN_17127,2024-06-16,1.0
FIN_17141,2024-06-16,0.5
FIN_17144,2024-06-16,0.0
FIN_17156,2024-06-16,0.5
FIN_17183,2024-06-16,0.5
FIN_17187,2024-06-16,0.16666666666666666
FIN_17192,2024-06-16,0.5
FIN_17198,2024-06-16,0.5
FIN_17201,2024-06-16,0.5
FIN_17210,2024-06-16,0.5
FIN_17217,2024-06-16,1.0
FIN_17237,2024-06-16,0.0
FIN_17246,2024-06-16,0.4
FIN_17260,2024-06-16,0.5
FIN_17299,2024-06-16,0.0
FIN_17306,2024-06-16,0.3333333333333333
FIN_17309,2024-06-16,0.0
FIN_17315,2024-06-16,0.5
FIN_17335,2024-06-16,0.0
FIN_17339,2024-06-16,1.0
FIN_17349,2024-06-16,0.5
FIN_17357,2024-06-16,0.5
FIN_17362,2024-06-16,0.0
FIN_17375,2024-06-16,0.5
FIN_17387,2024-06-16,0.3333333333333333
FIN_17397,2024-06-16,0.5
FIN_17430,2024-06-16,0.4666666666666666
FIN_17454,2024-06-16,0.5
FIN_17458,2024-06-16,0.5
FIN_17616,2024-06-16,0.5
FIN_17794,2024-06-16,0.3333333333333333
FIN_17803,2024-06-16,0.0
FIN_17817,2024-06-16,0.0
FIN_17818,2024-06-16,0.3333333333333333
FIN_17838,2024-06-16,0.4498910675381264
FIN_18110,2024-06-16,0.5
FIN_18433,2024-06-16,0.625
FIN_18462,2024-06-16,0.5
FIN_18589,2024-06-16,0.5
FIN_18618,2024-06-16,0.3333333333333333
FIN_18619,2024-06-16,0.5
FIN_18782,2024-06-16,0.5
FIN_18840,2024-06-16,0.5
FIN_18842,2024-06-16,0.0
FIN_18845,2024-06-16,0.5
FIN_18848,2024-06-16,0.0
FIN_20114,2024-06-16,0.3
FIN_20135,2024-06-16,1.0
FIN_20573,2024-06-16,0.4
FIN_22703,2024-06-16,0.48765432098765427
FIN_22831,2024-06-16,0.4555555555555555
FIN_22859,2024-06-16,0.0
FIN_22988,2024-06-16,0.0
FIN_23028,2024-06-16,0.3333333333333333
FIN_23094,2024-06-16,0.4047619047619047
FIN_23095,2024-06-16,0.5
FIN_23162,2024-06-16,0.4
FIN_23168,2024-06-16,0.2755102040816326
FIN_23170,2024-06-16,0.18660714285714286
FIN_23171,2024-06-16,0.5
FIN_23172,2024-06-16,0.611111111111111
FIN_23173,2024-06-16,0.0
FIN_23174,2024-06-16,0.25
FIN_23175,2024-06-16,0.5
FIN_23177,2024-06-16,0.3833333333333333
FIN_23180,2024-06-16,0.2854136604136604
FIN_23183,2024-06-16,0.52
FIN_23185,2024-06-16,0.2347222222222222
FIN_23187,2024-06-16,0.2916666666666667
FIN_23188,2024-06-16,0.5
FIN_23189,2024-06-16,0.5
FIN_23190,2024-06-16,0.28968253968253965
FIN_23191,2024-06-16,0.5
FIN_23192,2024-06-16,0.3
FIN_23193,2024-06-16,0.4259259259259259
FIN_23195,2024-06-16,0.5
FIN_23196,2024-06-16,0.3333333333333333
FIN_23197,2024-06-16,0.5
FIN_23199,2024-06-16,0.3333333333333333
FIN_23200,2024-06-16,0.5833333333333333
FIN_23202,2024-06-16,0.5
FIN_23203,2024-06-16,0.5
FIN_23204,2024-06-16,1.0
FIN_23205,2024-06-16,0.4
FIN_23207,2024-06-16,0.23055555555555554
FIN_23210,2024-06-16,0.5
FIN_23211,2024-06-16,0.611111111111111
FIN_23213,2024-06-16,0.375
FIN_23216,2024-06-16,0.75
FIN_23218,2024-06-16,0.5
FIN_23219,2024-06-16,0.3333333333333333
FIN_23221,2024-06-16,0.5
FIN_23222,2024-06-16,0.33333333333333337
FIN_23225,2024-06-16,0.5
FIN_23226,2024-06-16,0.34761904761904766
FIN_23227,2024-06-16,0.47222222222222227
FIN_23228,2024-06-16,0.4583333333333333
FIN_23229,2024-06-16,0.0
FIN_23233,2024-06-16,0.25
FIN_23234,2024-06-16,0.09895833333333333
FIN_23235,2024-06-16,0.6333333333333333
FIN_23236,2024-06-16,0.16856060606060605
FIN_23237,2024-06-16,0.1875
FIN_23238,2024-06-16,0.4157204637467795
FIN_23239,2024-06-16,0.419047619047619
FIN_23240,2024-06-16,0.38888888888888884
FIN_23380,2024-06-16,0.375
FIN_23429,2024-06-16,0.5833333333333333
FIN_23434,2024-06-16,0.5
FIN_23435,2024-06-16,0.5
FIN_23436,2024-06-16,0.3333333333333333
FIN_23437,2024-06-16,0.4
FIN_23439,2024-06-16,0.37142857142857144
FIN_23441,2024-06-16,0.5
FIN_23442,2024-06-16,0.5555555555555555
FIN_23443,2024-06-16,0.0
FIN_23447,2024-06-16,0.4645262145262145
FIN_23448,2024-06-16,0.4083333333333333
FIN_23451,2024-06-16,0.5
FIN_23452,2024-06-16,0.11538461538461539
FIN_23453,2024-06-16,0.5
FIN_23454,2024-06-16,0.375
FIN_23455,2024-06-16,0.5
FIN_23456,2024-06-16,0.5
FIN_23458,2024-06-16,0.5
FIN_23459,2024-06-16,0.5
FIN_23460,2024-06-16,0.5
FIN_23461,2024-06-16,0.4928571428571429
FIN_23462,2024-06-16,0.5880952380952381
FIN_23463,2024-06-16,0.3833333333333333
FIN_23464,2024-06-16,0.38888888888888884
FIN_23465,2024-06-16,0.41666666666666663
FIN_23467,2024-06-16,0.611111111111111
FIN_23470,2024-06-16,0.6047619047619047
FIN_23471,2024-06-16,0.4166666666666667
FIN_23472,2024-06-16,0.4666666666666666
FIN_23473,2024-06-16,0.34722222222222215
FIN_23474,2024-06-16,0.5
FIN_23476,2024-06-16,0.5
FIN_23477,2024-06-16,0.5
FIN_23478,2024-06-16,0.38888888888888884
FIN_23479,2024-06-16,0.5
FIN_23480,2024-06-16,0.5
FIN_23481,2024-06-16,0.5
FIN_23482,2024-06-16,0.5
FIN_23483,2024-06-16,0.45921855921855914
FIN_23485,2024-06-16,0.5
FIN_23486,2024-06-16,0.5
FIN_23488,2024-06-16,0.5
FIN_23490,2024-06-16,0.48148148148148145
FIN_23491,2024-06-16,0.5
FIN_23492,2024-06-16,0.4583333333333333
FIN_23493,2024-06-16,0.38888888888888884
FIN_23494,2024-06-16,0.4
FIN_23495,2024-06-16,0.5
FIN_23498,2024-06-16,0.5
FIN_23500,2024-06-16,0.42857142857142855
FIN_23501,2024-06-16,0.5
FIN_23502,2024-06-16,0.4444444444444444
FIN_23503,2024-06-16,0.5
FIN_23505,2024-06-16,0.375
FIN_23507,2024-06-16,0.4
FIN_23552,2024-06-16,0.5
FIN_23553,2024-06-16,0.0
FIN_23733,2024-06-16,0.5
FIN_23744,2024-06-16,0.4166666666666667
FIN_23746,2024-06-16,0.5
FIN_24928,2024-06-16,0.39404761904761904
FIN_24944,2024-06-16,1.0
FIN_24955,2024-06-16,0.5166666666666667
FIN_25099,2024-06-16,0.0
FIN_25100,2024-06-16,1.0
FIN_26888,2024-06-16,0.5092592592592592
FIN_26963,2024-06-16,0.5703703703703703
FIN_27019,2024-06-16,0.5
FIN_27190,2024-06-16,0.5
FIN_27909,2024-06-16,0.6666666666666666
FIN_27937,2024-06-16,0.5
FIN_27962,2024-06-16,0.5
FIN_28047,2024-06-16,0.5
FIN_28057,2024-06-16,0.5
FIN_28105,2024-06-16,0.5
FIN_28269,2024-06-16,0.35480859010270777
ISL_12173,2024-06-16,0.40476190476190477
ISL_12174,2024-06-16,0.4
ISL_12175,2024-06-16,0.5
ISL_12176,2024-06-16,0.3176136363636364
ISL_12178,2024-06-16,0.0
ISL_12182,2024-06-16,0.5
ISL_12183,2024-06-16,0.5
ISL_12186,2024-06-16,0.5
ISL_12189,2024-06-16,0.54
ISL_12190,2024-06-16,0.5
ISL_12197,2024-06-16,0.14285714285714285
ISL_12198,2024-06-16,0.48636363636363633
ISL_12199,2024-06-16,0.2222222222222222
ISL_12200,2024-06-16,0.5916666666666667
ISL_12201,2024-06-16,0.5
ISL_12203,2024-06-16,0.5
ISL_12205,2024-06-16,0.4090909090909091
ISL_12206,2024-06-16,0.4583333333333333
ISL_12210,2024-06-16,0.75
ISL_12211,2024-06-16,0.41666666666666663
ISL_12212,2024-06-16,0.5
ISL_12214,2024-06-16,1.0
ISL_12223,2024-06-16,0.5
ISL_12225,2024-06-16,0.5555555555555556
ISL_12226,2024-06-16,0.5
ISL_12228,2024-06-16,0.4
ISL_12229,2024-06-16,0.5
ISL_12232,2024-06-16,0.5
ISL_12233,2024-06-16,0.375
ISL_12234,2024-06-16,0.5
ISL_12235,2024-06-16,0.5
ISL_12236,2024-06-16,0.5
ISL_12238,2024-06-16,0.39166666666666666
ISL_12243,2024-06-16,0.75
ISL_12244,2024-06-16,1.0
ISL_12246,2024-06-16,0.5714285714285714
ISL_12247,2024-06-16,0.5074074074074074
ISL_12248,2024-06-16,0.537037037037037
ISL_12249,2024-06-16,0.5
ISL_12250,2024-06-16,0.5
ISL_12251,2024-06-16,0.4458333333333333
ISL_12253,2024-06-16,0.5
ISL_12254,2024-06-16,0.4259259259259259
ISL_12255,2024-06-16,0.51875
ISL_12256,2024-06-16,0.506060606060606
ISL_12258,2024-06-16,0.375
ISL_12260,2024-06-16,0.5097680097680097
ISL_12261,2024-06-16,0.12017231134878194
ISL_12264,2024-06-16,0.5833333333333334
ISL_12265,2024-06-16,0.5
ISL_12266,2024-06-16,0.5
ISL_12267,2024-06-16,0.5
ISL_12268,2024-06-16,0.4
ISL_12273,2024-06-16,1.0
ISL_12274,2024-06-16,0.0
ISL_12275,2024-06-16,0.5
ISL_12277,2024-06-16,0.4121212121212121
ISL_12278,2024-06-16,0.5016666666666667
ISL_12283,2024-06-16,0.41666666666666663
ISL_12284,2024-06-16,0.20308263808263807
ISL_12285,2024-06-16,0.5333333333333333
ISL_12286,2024-06-16,0.619047619047619
ISL_12288,2024-06-16,0.3333333333333333
ISL_12290,2024-06-16,0.5
ISL_12294,2024-06-16,0.4533333333333333
ISL_12297,2024-06-16,0.5
ISL_12300,2024-06-16,0.5
ISL_12301,2024-06-16,0.0
ISL_12302,2024-06-16,1.0
ISL_12303,2024-06-16,0.3333333333333333
ISL_13353,2024-06-16,0.5
ISL_13354,2024-06-16,0.0
ISL_13359,2024-06-16,1.0
ISL_13360,2024-06-16,0.5
ISL_13361,2024-06-16,0.4
ISL_13364,2024-06-16,1.0
ISL_13367,2024-06-16,0.5
ISL_13370,2024-06-16,0.5
ISL_13371,2024-06-16,0.5625
ISL_13372,2024-06-16,0.25
ISL_13375,2024-06-16,0.4166666666666667
ISL_13378,2024-06-16,0.0
ISL_13379,2024-06-16,0.3333333333333333
ISL_13381,2024-06-16,0.5
ISL_13386,2024-06-16,0.5
ISL_13389,2024-06-16,0.75
ISL_14100,2024-06-16,0.5
ISL_14106,2024-06-16,0.5833333333333333
ISL_14159,2024-06-16,0.4583333333333333
ISL_14179,2024-06-16,0.25
ISL_14268,2024-06-16,0.4083333333333333
ISL_15078,2024-06-16,0.625
ISL_15096,2024-06-16,0.5258852258852259
ISL_15114,2024-06-16,0.5
ISL_15555,2024-06-16,0.4761904761904762
ISL_15615,2024-06-16,0.5333333333333333
ISL_15661,2024-06-16,0.4375
ISL_15662,2024-06-16,0.6666666666666666
ISL_15741,2024-06-16,0.40151515151515144
ISL_15742,2024-06-16,0.6666666666666666
ISL_15917,2024-06-16,0.42857142857142855
ISL_15981,2024-06-16,0.3333333333333333
ISL_15992,2024-06-16,1.0
